이름,주소,위도,경도,상세정보
몰리소공원,부산광역시 부산진구 가야동 156 ,35.15251389,129.0299297,
못골어린이공원,부산광역시 남구 대연동 1475-2,35.139799,129.090081,
무궁화공원,부산광역시 기장군 기장읍 동부리 362-8,35.24683781,129.2180415,
무비인더박스,부산광역시 해운대구 우동 653-2,35.15933365,129.1543081,
무사이,부산광역시 북구 화명동 1426-1 ,35.23837,129.01569,
무제등소공원,부산광역시 남구 용당동 24-2,35.107143,129.104494,
문현3 어린이공원1,부산광역시 남구 문현동 21-10,35.147056,129.073571,
문현3 어린이공원2,부산광역시 남구 문현동 558-20,35.145593,129.071143,
문현IFC소공원1,부산광역시 남구 문현동 758-11,35.143206,129.0640192,
문현IFC소공원2,부산광역시 남구 문현동 786-32,35.14225619,129.0646803,
문현어린이공원,부산광역시 남구 문현동 136-8,35.142741,129.073677,
문화공원2,부산광역시 중구 중앙동4가 107,35.108044,129.042945,
문화공원3,부산광역시 중구 중앙동4가 101,35.10738802,129.0419375,
문화공감 수정,부산광역시 동구 수정동 1010 ,35.12555451,129.0426363,
문화예술플랫폼,부산광역시 북구 구포동 1060-90 ,35.206764,128.99797,
물결공원,부산광역시 강서구 명지동 3403,35.09398169,128.9125905,
물결마당공원,부산광역시 기장군 기장읍 내리 773,35.20571237,129.2048021,
물너울공원,부산광역시 기장군 정관읍 용수리 1405,35.3203296,129.1730771,
물떼새공원,부산광역시 강서구 명지동 3575-1,35.10014847,128.925143,
물만골소공원,부산광역시 연제구 연산동 2349,35.18062696,129.082731,
물빛공원,부산광역시 기장군 정관읍 모전리 677,35.34093214,129.1665054,
물샘공원,부산광역시 북구 만덕동 812,35.21837007,129.039483,
물소리공원,부산광역시 북구 만덕동 959-13,35.21409371,129.0376935,
뮤지엄원,부산광역시 해운대구 센텀서로 20,35.1713212,129.1289814,
뮤직컴플렉스 서울 부산점,부산광역시 기장군 기장읍 시랑리 산46,35.193672,129.21411,
미남공원,부산광역시 동래구 온천동 1236-10,35.205742,129.066217,
미래공원,부산광역시 북구 금곡동 811-2,35.25762202,129.0141258,
미르아토어린이공원,부산광역시 남구 용호동 544-6,35.112869,129.111903,
미리내공원,부산광역시 해운대구 좌동 1416,35.17826585,129.1791161,
미리내어린이공원,부산광역시 부산진구 당감동 796-3,35.1718501,129.0290792,
미소공원,부산광역시 해운대구 중동 1816,35.16153597,129.1776534,
미음공원,부산광역시 강서구 미음동 1647,35.14698172,128.8636758,
민들레공원,부산광역시 기장군 기장읍 대라리 182,35.2357811,129.2120221,
민락수변공원,부산광역시 수영구 민락동 110-19,35.15487,129.13399,
민주공원,부산광역시 북구 금곡동 1115,35.24886681,129.0146713,
민주공원,부산광역시 중구 영주동 산10-7,35.10967618,129.0280745,
바다공원,부산광역시 강서구 명지동 3229-21,35.08735018,128.8996067,
바다내음공원,부산광역시 해운대구 중동 1516-1,35.1612302,129.1720429,
바람개비공원,부산광역시 기장군 정관읍 모전리 709,35.3396806,129.1587328,
바람공원,부산광역시 해운대구 반여동 1620,35.20451896,129.1219044,
박차정의사 생가,부산광역시 동래구 칠산동 319-1,35.20168,129.0904,
박태준기념관,부산광역시 기장군 장안읍 임랑리 120-3 ,35.316902,129.26108,
반송근린공원,부산광역시 해운대구 반송동 844-2,35.22024108,129.1592756,
반여 초록공원 장산계곡,부산광역시 해운대구 반여동 산111-2,35.203255,129.13632,
반여공원,부산광역시 해운대구 반여동 1630,35.1994919,129.1236657,
배산공원,부산광역시 수영구 망미동 1169,35.17729239,129.1013635,
백두공원,부산광역시 기장군 기장읍 대라리 1004,35.2409766,129.2109708,
백두어린이공원,부산광역시 부산진구 당감동 794-1,35.1723937,129.0256642,
백산기념관,부산광역시 중구 동광동3가 10-1,35.101955,129.03456,
백산어린이공원,부산광역시 수영구 민락동 770,35.16490476,129.123828,
백양가족공원,부산광역시 부산진구 당감동 794-2,35.17351807,129.0289001,
백양근린공원,부산광역시 북구 만덕동 843,35.20724231,129.0377929,
백양산,부산광역시 부산진구 당감동,35.182827,129.02196,
백양숲공원,부산광역시 북구 구포동 1245,35.19439942,129.01427,
백양어린이공원,부산광역시 부산진구 초읍동 181-1,35.1812528,129.0520714,
백운공원,부산광역시 북구 만덕동 863-2,35.20684342,129.041109,
백포공원,부산광역시 북구 화명동 2263,35.23778382,129.0109025,
범방공원,부산광역시 강서구 미음동 1528-3,35.160474,128.863743,
범방소공원,부산광역시 강서구 범방동 1859-14,35.15072479,128.8833845,
범방어린이공원,부산광역시 강서구 범방동 1851,35.152202,128.883356,
범어사,부산광역시 금정구 청룡동 546,35.283646,129.06854,
범어사 성보박물관,부산광역시 금정구 청룡동 산2-1,35.278435,129.0744,
범어사 용성계곡,부산광역시 금정구 청룡동 산2-13,35.283524,129.06847,
벡스코,부산광역시 해운대구 우동 1500,35.169247,129.13628,
별님공원,부산광역시 기장군 일광면 삼성리 46-1,35.26473152,129.2350143,
별무리공원,부산광역시 강서구 명지동 3233-1,35.083143,128.901138,
별바라기공원,부산광역시 해운대구 반여동 1663,35.19818054,129.1185131,
별천지공원,부산광역시 해운대구 재송동 1160-1,35.19158333,129.1327515,
볕바라기공원,부산광역시 기장군 일광읍 삼성리 775,35.2680829,129.2239698,
보듬공원,부산광역시 사상구 엄궁동 683-2,35.12452472,128.9691928,
보람공원,부산광역시 강서구 송정동 1718,35.088095,128.843216,
보람공원,부산광역시 금정구 금사동 86,35.21692815,129.1120436,
보림공원,부산광역시 사하구 장림동 1139,35.083152,128.9673322,
보수동책방골목,부산광역시 중구 보수동1가 151-1,35.103367,129.02663,
복천동고분군공원,부산광역시 동래구 복천동 50,35.207379,129.091795,
복천박물관&복천동고분군,부산광역시 동래구 복천동 50 ,35.208885,129.09116,
복천사,부산광역시 영도구 신선동3가 산6-1,35.082603,129.05058,
봄뜰공원,부산광역시 강서구 명지동 3513-3,35.10559621,128.9258286,
봉대공원,부산광역시 기장군 기장읍 대라리 922,35.24187393,129.2086019,
봉래산,부산광역시 영도구 신선동3가 산3,35.08219,129.05524,
뵤뵤공원,부산광역시 기장군 정관읍 매학리 769-5,35.3200411,129.1829511,
부경대학교박물관,부산광역시 금정구 청룡동 546,35.13116783,129.1048238,
부민산공원,부산광역시 사하구 괴정동 67-1,35.10644425,129.0091568,
대항 어촌마을,부산광역시 강서구 대항동 245-1,35.01166936,128.8276928,
정거마을,부산광역시 강서구 눌차동,35.06854859,128.8501418,
부산 워케이션 거점센터,부산광역시 동구 초량동 1201-1,35.116238,129.04184,
부산 트래블라운지,부산광역시 동구 초량동 569-2,35.113834,129.03818,
부산근현대역사관 별관,부산광역시 중구 대청동2가 24-2 ,35.10258,129.03203,
부산근현대역사관 본관,부산광역시 중구 대청동1가 44,35.102566,129.03214,
부산기상관측소,부산광역시 중구 대청동1가 9-305,35.104973,129.03218,
부산대박물관,부산광역시 금정구 장전동 40,35.23224315,129.0838247,
부산도서관,부산광역시 사상구 덕포동 415-2,35.172737,128.98526,
부산도서관 문화공원,부산광역시 사상구 덕포동 415-1,35.1735617,128.9849524,
부산묘지공원,부산광역시 금정구 두구동 산 80,35.27279032,129.0972141,
부산박물관,부산광역시 남구 대연동 948-1,35.12957,129.09451,
부산보건대학교 석파박물관,부산광역시 사하구 괴정동 산15-1,35.10672609,128.9972352,
부산솔로몬로파크,부산광역시 북구 구포동 782-43,35.200798,129.00198,
부산수학문화관,부산광역시 부산진구 부전동 389-25,35.15666,129.0513,
부산시립미술관,부산광역시 해운대구 우동 1413,35.16668716,129.1370273,
부산시민공원,부산광역시 부산진구 범전동 200,35.16841,129.05739,
부산시민공원 역사문화관,부산광역시 부산진구 범전동 200 ,35.168602,129.05751,
부산시청자미디어센터,부산광역시 해운대구 우동 1472 ,35.17255,129.1302,
한국신발관,부산광역시 부산진구 개금동 59-2 ,35.15724985,129.0258091,
누나의길,부산광역시 동구 범일동 1483-4,35.14184684,129.0536117,
부산어린이대공원 치유의숲,부산광역시 부산진구 초읍동 43,35.185402,129.04234,
부산어촌민속관,부산광역시 북구 화명동 2279 ,35.234074,129.00859,
부산여대차박물관,부산광역시 부산진구 양정동 423-47,35.16923652,129.0720552,
부산영화체험박물관/씨네뮤지엄,부산광역시 중구 동광동3가 41-4,35.101692,129.0337,
부산이슬람성원,부산광역시 금정구 남산동 30-1,35.259975,129.09227,
부산진성공원,부산광역시 동구 범일동 590-5,35.13574252,129.0604498,
부산치유의 숲,부산광역시 기장군 철마면 장전리 산180-2,35.26948,129.12955,
부산커피박물관,부산광역시 부산진구 전포동 683-11,35.15433,129.06453,
부산타워,부산광역시 중구 광복동2가 1-2 ,35.10119,129.0323,
부산포민속박물관,부산광역시 부산진구 부전동 168-176,35.15554992,129.0603702,
부산해양자연사박물관,부산광역시 동래구 온천동 산13-1,35.22178,129.07591,
부산현대미술관,부산광역시 사하구 하단동 1149-37,35.109245,128.94263,
부흥공원,부산광역시 해운대구 좌동 1325,35.16893565,129.1818791,
북두칠성도서관,부산광역시 동구 초량동 1266 ,35.116432,129.04588,
북항 친수공원,부산광역시 동구 초량동 1259,35.11442,129.04637,
북항재개발 홍보관,부산광역시 동구 초량동 45-66,35.11751,129.04921,
분포공원,부산광역시 남구 용호동 176-9,35.13067776,129.1074982,
불광산근린공원,부산광역시 기장군 장안읍 장안리 산 53-1,35.377115,129.2325453,
불미공원,부산광역시 강서구 생곡동 1539-7,35.13148096,128.8811555,
비둘기공원,부산광역시 기장군 기장읍 동부리 138,35.24735554,129.2149956,
비석바위공원,부산광역시 금정구 장전동 724,35.22876335,129.0812262,
사구범방대수변공원,부산광역시 강서구 범방동 1891,35.149228,128.8857877,
사기소공원,부산광역시 북구 만덕동 산 30,35.2163455,129.0431262,
사기천소공원,부산광역시 북구 만덕동 447-6,35.214573,129.0438902,
사라수변공원,부산광역시 기장군 기장읍 대라리 산 6-1,35.23822973,129.2049569,
사랑공원,부산광역시 북구 금곡동 1107,35.25412096,129.0143924,
사상공원,부산광역시 사상구 감전동 41,35.159391,128.9933232,
사상생활사박물관,부산광역시 사상구 삼락동 414-13,35.1720216,128.978723,
사직A소공원,부산광역시 동래구 사직동 157-44,35.1989266,129.074942,
사직놀이공원,부산광역시 동래구 사직동 54-2,35.200807,129.063638,
사직야구장,부산광역시 동래구 사직동 960,35.194107,129.06151,
사직한밭공원,부산광역시 동래구 사직동 16-7,35.19990711,129.059145,
산골공원,부산광역시 기장군 정관읍 용수리 1277,35.32959312,129.1812926,
산들공원,부산광역시 해운대구 좌동 1397,35.17935913,129.1723708,
산저공원,부산광역시 동래구 온천동 1853-25,35.21153247,129.072223,
삼광사,부산광역시 부산진구 초읍동 54-58,35.175694,129.04338,
삼락생태공원,부산광역시 사상구 삼락동 29-46,35.16884,128.97397,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,35.26340476,129.222333,
상계소공원,부산광역시 북구 만덕동 961-4,35.21584491,129.0331906,
상록공원,부산광역시 북구 만덕동 892,35.20928321,129.0436398,
상록수공원,부산광역시 금정구 회동동 145-9,35.229023,129.122052,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,35.08657479,129.0674196,
상방공원,부산광역시 강서구 대저2동 3136-1,35.172659,128.9525034,
상학소공원,부산광역시 북구 만덕동 961-1,35.21652463,129.0338143,
상해거리,부산광역시 동구 초량동 1210-1,35.113808,129.03786,
새늘공원,부산광역시 기장군 정관읍 모전리 733,35.33474186,129.1634449,
새동내공원,부산광역시 강서구 대저2동 2407-1,35.174568,128.950612,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,35.24525627,129.2183895,
새소리공원,부산광역시 북구 만덕동 960-6,35.2147643,129.033067,
새싹공원,부산광역시 북구 화명동 2320,35.22337164,129.0064614,
새싹공원,부산광역시 사상구 주례동 54-230,35.14908352,129.0146437,
새싹공원,부산광역시 사하구 다대동 94-7,35.0632643,128.9875102,
새싹공원,부산광역시 연제구 연산동 2132-1,35.17559743,129.0927312,
새싹공원,부산광역시 해운대구 반여동 1659,35.1966116,129.12435,
색동어린이공원,부산광역시 부산진구 당감동 796-1,35.1728201,129.0301309,
색채마을,부산광역시 중구 대청동4가 72-35,35.106995,129.02943,
샘골공원,부산광역시 금정구 구서동 637-1,35.260673,129.087471,
샛바람길공원,부산광역시 강서구 동선동 1068-2,35.05485993,128.8352848,
샛별공원,부산광역시 사하구 당리동 348-6,35.10241976,128.9815266,
생곡공원,부산광역시 강서구 생곡동 1537-2,35.13199275,128.8817074,
생활공원,부산광역시 강서구 생곡동 1531-5,35.1352029,128.8852347,
서당골공원,부산광역시 사상구 모라동 75-15,35.18159924,129.0016108,
서면미술관,부산광역시 부산진구 전포동 692-2,35.153927,129.06252,
서명상상공원,부산광역시 금정구 서동 131-12,35.216475,129.106535,
서연정공원,부산광역시 강서구 대저1동 1330-5,35.21647893,128.969512,
석말공원,부산광역시 강서구 범방동 1911-16,35.14495637,128.879017,
석불사,부산광역시 북구 만덕동 산2,35.221504,129.04861,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,35.201944,129.059348,
석포어린이공원,부산광역시 남구 대연동 1892,35.125859,129.0912389,
선비공원,부산광역시 강서구 지사동 1185-2,35.15097229,128.8394872,
선암사,부산광역시 부산진구 부암동 628,35.176968,129.02771,
성암사,부산광역시 남구 문현동 산13-5,35.145626,129.08005,나만 알고 싶은 봄꽃 성지
성지곡수원지,부산광역시 부산진구 초읍동 43,35.187065,129.04105,
세산공원,부산광역시 강서구 범방동 1903-3,35.146754,128.8813045,
세실공원,부산광역시 동래구 명장동 506-18,35.209175,129.100539,
소공원,부산광역시 남구 대연동 1046,35.129499,129.090434,
소공원,부산광역시 남구 대연동 919-36,35.129533,129.0882899,
소공원,부산광역시 남구 문현동 426-81,35.141583,129.069574,
소공원,부산광역시 남구 문현동 555-53,35.1445922,129.0715832,
소공원,부산광역시 남구 우암동 209-34,35.129139,129.071771,
소공원,부산광역시 남구 우암동 129-56,35.12708417,129.0748973,
소공원,부산광역시 남구 문현동 189-79,35.1394024,129.073,
소공원,부산광역시 북구 금곡동 910-20,35.25455693,129.012177,
소공원,부산광역시 해운대구 재송동 1352,35.1914571,129.1171146,
소공원(951),부산광역시 해운대구 석대동 624,35.22070778,129.1184021,
소공원(복산1주택재개발),부산광역시 동래구 칠산동 51-1,35.207669,129.092689,
소공원(복산1주택재개발),부산광역시 동래구 복천동 87-1,35.2052367,129.0888983,
소공원(사직1주택재건축),부산광역시 동래구 사직동 15-1,35.20130207,129.0609885,
소공원(안락1주택재건축),부산광역시 동래구 명장동 152-4,35.201863,129.109632,
소공원(안락1주택재건축),부산광역시 동래구 안락동 466-1,35.200624,129.110977,
소나무공원,부산광역시 기장군 철마면 고촌리 657,35.23994259,129.1716249,
소담공원,부산광역시 강서구 신호동 263-1,35.080557,128.878164,
소담공원,부산광역시 해운대구 좌동 1376,35.17851458,129.1665199,
소두방공원,부산광역시 기장군 정관읍 방곡리 442,35.32529082,129.1817313,
소리공원,부산광역시 강서구 명지동 3398,35.097566,128.9121426,
소망공원,부산광역시 기장군 기장읍 교리 346,35.2517341,129.2160541,
소정공원,부산광역시 강서구 신호동 234-6,35.08443652,128.879222,
솔공원,부산광역시 북구 금곡동 97-2,35.26318308,129.0196917,
솔내음공원,부산광역시 북구 화명동 2329,35.21856941,129.0094446,
솔마루공원,부산광역시 기장군 정관읍 모전리 726,35.33632361,129.1648789,
솔마루공원,부산광역시 서구 암남동 777,35.07929269,129.0224286,
솔뫼어린이공원,부산광역시 남구 용호동 473,35.121847,129.115151,
솔바람공원,부산광역시 서구 암남동 776,35.07929269,129.0224286,
솔바람공원,"부산광역시 해운대구 송정동 305-5,22",35.18029774,129.1983501,
솔바람어린이공원,부산광역시 부산진구 당감동 516-5,35.16125028,129.031558,
솔바람언덕공원,부산광역시 기장군 기장읍 내리 802,35.20856226,129.2049563,
솔밭공원,부산광역시 동래구 온천동 1020-18,35.211738,129.066977,
솔밭공원,부산광역시 사하구 다대동 113-16,35.06165936,128.9745708,
솔밭소공원,부산광역시 해운대구 우동 598-17,35.1643689,129.1620958,
솔밭어린이공원,부산광역시 남구 용호동 409-5,35.120074,129.109518,
솔빛공원,부산광역시 기장군 정관읍 모전리 674,35.34237246,129.1627777,
송도공원,부산광역시 서구 암남동 124-1,35.07664188,129.0233998,
송도용궁구름다리,부산광역시 서구 암남동 620-53,35.06194,129.02191,바다와 하늘 사이에 걷다
송도해상케이블카,부산광역시 서구 암남동 765 ,35.076286,129.02365,
송도해수욕장,부산광역시 서구 암남동 135-5 ,35.07595,129.01694,
송도해안볼레길,부산 서구 암남동 산123-18,35.06836616,129.019247,
송상현광장,부산광역시 부산진구 전포동 575,35.166397,129.06595,
송정 구덕포길,부산광역시 해운대구 송정동,35.169155,129.19722,
송정공원,부산광역시 강서구 송정동 1455,35.10048771,128.8243905,
송정해수욕장,부산광역시 해운대구 송정동 297-9,35.1786,129.19966,
쇠미소공원,부산광역시 동래구 사직동 597-93,35.20271272,129.053221,
수련둘소공원,부산광역시 연제구 연산동 2347,35.18029334,129.0839563,
수련하나소공원,부산광역시 연제구 연산동 2345,35.17927812,129.0843819,
수령공원,부산광역시 기장군 기장읍 서부리 62-6,35.24727931,129.2099571,
수민어울공원,부산광역시 동래구 낙민동 135-1,35.196528,129.091638,
수변공원,부산광역시 수영구 민락동 110-18,35.155489,129.134419,
수영공원,부산광역시 수영구 수영동 231,35.171212,129.1139531,
수영사적공원,부산광역시 수영구 수영동 229-1,35.170967,129.1143,
수정근린공원,부산광역시 북구 화명동 2321,35.22261326,129.0062975,
수참공원,부산광역시 강서구 미음동 1684,35.15294993,128.8683978,
숙등공원,부산광역시 북구 덕천동 410-4,35.21138646,129.0145546,
숲길공원,부산광역시 강서구 지사동 1279,35.14716022,128.8243936,
숲속공원,부산광역시 금정구 부곡동 961,35.21944676,129.096175,
숲향기공원,부산광역시 동래구 온천동 1853-9,35.21021924,129.0662569,
쉼마루소공원,부산광역시 수영구 남천동 600,35.14267307,129.1055963,
쉼터공원,부산광역시 북구 덕천동 809-2,35.20970196,129.0175599,
스포원파크,부산광역시 금정구 두구동 1641,35.291504,129.10487,
승학산 억새평원,부산광역시 사하구 당리동 산 45-1,35.116604,128.97968,
시랑공원,부산광역시 북구 구포동 1214-39,35.20187899,129.0058005,
시민공원,부산광역시 부산진구 범전동 200,35.16545561,129.0558558,
신덕공원,부산광역시 북구 만덕동 943-3,35.20390278,129.0309305,
신라대학교박물관,부산광역시 사상구 괘법동 산 1-23,35.17203752,128.9977368,
신명공원(1호근린공원),부산광역시 강서구 지사동 1258,35.147492,128.825637,
신선대,부산광역시 남구 용당동 산170,35.102272,129.10277,
신정소공원,부산광역시 동래구 사직동 1044,35.196715,129.0666314,
신천공원,부산광역시 금정구 선동 1000,35.27571656,129.117538,
신평레포츠공원,부산광역시 사하구 신평동 651-9,35.09324072,128.959711,
신평소공원,부산광역시 기장군 일광면 신평리 11-1,35.29267691,129.2600243,
신평소공원,부산광역시 기장군 일광면 신평리 11-1 ,35.29337,129.26012,
신호공원,부산광역시 강서구 신호동 315-1,35.08217087,128.8708641,
신호공원,부산광역시 강서구 신호동 315-7,35.08268678,128.8695172,
쌍미공원,부산광역시 연제구 연산동 2272,35.18810088,129.0876026,
씨씨윗북 북스토어,부산광역시 영도구 영선동4가 953,35.079052,129.04463,
씨앗공원,부산광역시 사하구 구평동 201,35.07721144,128.9902403,
아난티 코브 이터널저니,부산광역시 기장군 기장읍 시랑리 704-1 ,35.197235,129.22784,
아라공원,부산광역시 기장군 일광읍 삼성리 801,35.26093526,129.2203895,
아랫바람공원,부산광역시 기장군 일광읍 삼성리 775,35.2680829,129.2239698,
아르떼뮤지엄부산,부산광역시 영도구 동삼동 201-74,35.087098,129.0763538,
아름공원,부산광역시 기장군 기장읍 대라리 124-3,35.24152444,129.2142111,
아미동 비석마을,부산광역시 서구 아미동2가 227-7,35.099068,129.0127,
아미산자생식물원,부산광역시 사하구 다대동 929,35.06088807,128.9705132,
아미산전망대,부산광역시 사하구 다대동 1548-1,35.052727,128.96075,
아미산전망대공원,부산광역시 사하구 다대동 1548-1,35.05265992,128.9606941,
아시아선수촌공원,부산광역시 해운대구 반여동 1634,35.20216233,129.1226305,
아이파크공원,부산광역시 해운대구 우동 1408-2,35.1577488,129.1434158,
아트스페이스 리,부산광역시 금정구 장전동 503-7,35.228651,129.077379,
아홉산 숲,부산광역시 기장군 철마면 웅천리 520-10,35.287334,129.17046,
안골새공원,부산광역시 사하구 감천동 31-5,35.08666516,129.0066649,
안락꽃밭공원,부산광역시 동래구 안락동 171-8,35.19099348,129.112504,
안락꿈돌이공원,부산광역시 동래구 안락동 455-8,35.199551,129.106137,
안평수변공원,부산광역시 기장군 철마면 안평리 12-5,35.25044355,129.1840536,
암남공원,부산광역시 서구 암남동 산193,35.0616574,129.0149368,
압곡공원,부산광역시 강서구 구랑동 1218,35.12848615,128.8442359,
애솔공원,부산광역시 기장군 정관읍 매학리 796,35.3188404,129.1826084,
야시곡공원,부산광역시 사상구 모라동 1325,35.194794,128.9948069,
양달숲근린공원,부산광역시 북구 화명동 187,35.24460876,129.014908,
양정공원,부산광역시 부산진구 전포동 109-1,35.16796029,129.068137,
양지1공원,부산광역시 사상구 주례동 306,35.155144,129.0032654,
양지2공원,부산광역시 사상구 주례동 314,35.15408151,129.0044646,
양지공원,부산광역시 부산진구 양정동 528,35.17204571,129.0806133,
어린이공원,부산광역시 남구 대연동 산 166-6,35.132607,129.083827,
어린이공원,부산광역시 남구 문현동 212-3,35.13272883,129.073,
어린이공원,부산광역시 남구 문현동 238-233,35.1388443,129.0764,
어린이공원,부산광역시 남구 용호동 522-1,35.1454519,129.0672,
어린이공원,부산광역시 동래구 수안동 7-11,35.19916919,129.0812171,
어린이공원(낙민1재건축),부산광역시 동래구 낙민동 20-49,35.197295,129.0928457,
어린이공원(안락1주택재건축),부산광역시 동래구 명장동 150-10,35.20180676,129.108544,
어린이공원(안락1주택재건축),부산광역시 동래구 명장동 152-15,35.20169813,129.1106403,
어린이대공원,부산광역시 부산진구 초읍동 43,35.18271899,129.0469946,
어린이대공원,부산광역시 부산진구 초읍동 43,35.184998,129.04153,
어울공원,부산광역시 기장군 정관읍 용수리 1290-3,35.32749948,129.1799784,
어울림공원,부산광역시 연제구 거제동 1480,35.1916864,129.0705333,
어울림어린이공원,부산광역시 영도구 동삼동366-1,35.0755677,129.0738066,
얼레공원,부산광역시 기장군 정관읍 용수리 1394,35.3224931,129.1712167,
엄광산어린이공원,부산광역시 서구 서대신동3가 산60,35.13270638,129.0096327,
에덴유원지,부산광역시 사하구 하단동 786-1,35.10916994,128.9622675,
