이름,주소,위도,경도,상세정보
에디슨공원,부산광역시 강서구 명지동 3230-12,35.087519,128.897994,
여고소공원,부산광역시 동래구 사직동 1043,35.19792059,129.0666585,
역사공원2,부산광역시 중구 중앙동4가 15-3,35.10512761,129.0396108,
연꽃공원,부산광역시 기장군 철마면 웅천리 215,35.29640393,129.1694732,
연봉공원,부산광역시 연제구 연산동 631-6,35.18607288,129.0845711,
연산공원,부산광역시 연제구 연산동 2373,35.17303541,129.0801392,
연안꽃동산공원,부산광역시 동래구 낙민동 80,35.19394139,129.091889,
연안수민공원,부산광역시 동래구 낙민동 83-12,35.19489855,129.0933215,
연이공원,부산광역시 연제구 연산동 2304,35.17412087,129.0835229,
연잎공원,부산광역시 연제구 연산동 477-1,35.18596788,129.1080879,
연정1공원,부산광역시 강서구 대저1동 1318-82,35.218336,128.968132,
연지어린이공원,부산광역시 부산진구 연지동 48,35.17304567,129.0557013,
연천공원,부산광역시 연제구 연산동 2313,35.18974006,129.0996952,
연화공원,부산광역시 연제구 연산동 1431-1,35.17886494,129.0764976,
열린공원,부산광역시 북구 금곡동 1112-1,35.25137122,129.0137086,
열림공원,부산광역시 사하구 다대동 953-1,35.05534932,128.9674954,
열매공원,부산광역시 사하구 구평동 511,35.07986636,128.9897447,
영도 봉산마을,부산광역시 영도구 봉래동5가 143-35,35.09309,129.05125,
영도다리,부산광역시 영도구 대교동1가 20,35.095295,129.03656,
영도해돋이전망대 ,부산광역시 영도구 청학동 468-502,35.08908,129.05594,
영주어린이공원,부산광역시 중구 영주동 274-11,35.1115211,129.0307744,
영화의 거리,부산광역시 해운대구 우동 1410-1,35.154633,129.14278,
영화의 전당,부산광역시 해운대구 우동 1467,35.171055,129.12703,
옛골공원,부산광역시 연제구 연산동 2274,35.18727453,129.0902746,
옛터공원,부산광역시 강서구 명지동 3483-4,35.107713,128.9219154,
옛터공원,부산광역시 기장군 정관읍 방곡리 389-3,35.32647927,129.1899849,
오랑대공원,부산 기장군 기장읍 시랑리 산1-18,35.205246,129.22583,
오륙도,부산광역시 남구 용호동 950-1 ,35.102177,129.12334,
오륜대 순교자 성지,부산광역시 금정구 부곡동 1-4 ,35.24589,129.10143,
오륜대한국순교자박물관,부산광역시 금정구 부곡동 1-4,35.24570172,129.1009016,
오름소공원,부산광역시 중구 동광동5가 14-1,35.10853818,129.0328293,
오리중앙공원,부산광역시 기장군 장안읍 오리 1119-4,35.35940534,129.2717619,
오산공원,부산광역시 해운대구 중동 1762,35.16713479,129.1732319,
오션블루 가덕휴게소,부산광역시 강서구 천성동 산255-1,35.023594,128.80673,
오솔길공원,부산광역시 수영구 남천동 615,35.14082164,129.1121532,
오솔소공원,부산광역시 남구 용호동 372-24,35.120114,129.113082,
오시리아 해안 산책로,부산광역시 기장군 기장읍 시랑리 62-22,35.198395,129.22993,
오초량,부산광역시 동구 초량동 81-1,35.12196,129.04192,
온새미로공원,부산광역시 동래구 온천동 1836,35.20843173,129.0629303,
온천3동공원,부산광역시 동래구 온천동 1379-1,35.202827,129.068595,
온천공원,부산광역시 동래구 온천동 산201-1,35.20725578,129.0617177,
온천아파트공원,부산광역시 동래구 온천동 707,35.209842,129.074409,
온천어린이공원,부산광역시 동래구 온천동 387-10,35.214377,129.072262,
와룡공원,부산광역시 강서구 미음동 1559,35.15653403,128.853379,
와석소공원,부산광역시 북구 화명동 1417-12,35.2354418,129.0150153,
와우공원,부산광역시 해운대구 좌동 1452,35.16504225,129.1811558,
와치어린이공원,부산광역시 영도구 동삼동 510-4,35.07578869,129.0677495,
요산꽃님공원,부산광역시 금정구 남산동 967-1,35.271819,129.086971,
요산문학관,부산광역시 금정구 남산동 662 ,35.27258,129.08571,
용당공원,부산광역시 북구 화명동 2301-1,35.23129716,129.0099322,
용두공원,부산광역시 강서구 대저2동 1870-67,35.183679,128.956007,
용두산공원,부산광역시 중구 광복동2가 1-2,35.10020856,129.0322778,
용소웰빙공원,부산광역시 기장군 서부리 223-6,35.29197733,129.2133031,
용소웰빙공원,부산광역시 기장군 기장읍 서부리 산7-2,35.24623,129.20415,
용호 별빛공원,부산광역시 남구 용호동 5-5,35.1328,129.12,
용호공원,부산광역시 남구 용호동 176-30,35.126895,129.109629,
우룡산공원,부산광역시 남구 대연동 산180,35.13074664,129.082289,
우리공원,부산광역시 북구 금곡동 98-2,35.26023674,129.0152698,
우성공원,부산광역시 금정구 구서동 1030-1,35.255578,129.086254,
우신자연공원,부산광역시 북구 화명동 1426-2,35.23763153,129.0154303,
우암1공원,부산광역시 남구 우암동 110-5,35.12841827,129.0790723,
우암동 도시숲,부산광역시 남구 우암동 127-128,35.127033,129.07382,
우암동 소막마을,부산광역시 남구 우암동 189-1048,35.1256,129.07018,
우열등공원,부산광역시 강서구 범방동 1920,35.13986929,128.885057,
우장춘 기념관,부산광역시 동래구 온천동 850-48,35.213547,129.07202,
우정공원,부산광역시 기장군 기장읍 교리 341,35.25342658,129.2165471,
운봉공원,부산광역시 해운대구 반송동 873,35.2303502,129.1618731,
운수공원,부산광역시 사상구 모라동 75-3,35.18340104,129.0006778,
운수사,부산광역시 사상구 모라동 1,35.18432,129.01346,
운촌어린이공원,부산광역시 해운대구 우동 759-15,35.1585421,129.1521893,
울례공원,부산광역시 기장군 장안읍 명례리 893,35.37513002,129.2502451,
울림공원,부산광역시 강서구 명지동 3392,35.09900855,128.9259889,
웃들공원,부산광역시 강서구 녹산동 1338-12,35.11506377,128.8823946,
웃음누리공원,부산광역시 해운대구 좌동 1347-4,35.16847014,129.1673318,
월내공원,부산광역시 기장군 장안읍 월내리 257-6,35.32897223,129.2798411,
월내공원,부산광역시 기장군 장안읍 월내리 662-3,35.32458309,129.2599127,
월드컵기념등대공원,부산광역시 기장군 대변리 245-25,35.2203901,129.2344866,
월륜공원,부산광역시 연제구 연산동 2307,35.18356594,129.1125046,
윗골공원,부산광역시 기장군 정관읍 매학리 709,35.3238211,129.177611,
유엔기념공원,부산광역시 남구 대연동 779-1 ,35.12779033,129.0957174,
유엔평화공원,부산광역시 남구 대연동 707,35.125774,129.10027,
유엔평화기념관,부산광역시 남구 대연동 747-97,35.12475247,129.093215,
율리공원,부산광역시 북구 금곡동 1116-1,35.24819223,129.0144382,
으뜸공원,부산광역시 해운대구 반여동 1594-68,35.199106,129.1344203,
은빛공원,부산광역시 금정구 금사동 27-9,35.224242,129.113042,
은빛공원,부산광역시 사하구 다대동 113-4,35.06724935,128.9780931,
은하수공원,부산광역시 기장군 기장읍 대라리 246,35.2389282,129.2096572,
은하수어린이공원,부산광역시 부산진구 부암동 721,35.1746046,129.0317164,
을숙도,부산광역시 사하구 하단동 1207-2,35.107143,128.94283,철새와 함께하는 아름다운 문화의 향연
을숙도기후생태교육공원,부산광역시 사하구 하단동 1149-38,35.11187699,128.9475379,
음정공원,부산광역시 북구 구포동 1200,35.20611452,129.0102457,
응봉공원,부산광역시 사하구 다대동 1549-1,35.05154267,128.9611924,
의성1소공원,부산광역시 북구 덕천동 360-17,35.21399013,129.0169994,
의성2소공원,부산광역시 북구 덕천동 376-13,35.21324233,129.0169571,
이기대공원,부산광역시 남구 용호동 산27 일원,35.12367789,129.1229501,
이바구길 사진관,부산광역시 동구 초량동 460-4,35.11625,129.03874,
이중섭문화거리,부산광역시 동구 범일동 1462-9 ,35.14069,129.05289,
인공철새서식지 명품둘레길,부산광역시 강서구 신호동 203,35.082302,128.88304,
인도문화원,부산광역시 남구 대연동 867-28,35.13031,129.09508,
일광 광산마을,부산광역시 기장군 일광읍 원리 663-7,35.30874,129.22404,
일광이천생태공원,부산광역시 기장군 일광면 이천리 692,35.2714082,129.2350173,
일광해수욕장,부산광역시 기장군 일광읍 삼성리 143-10,35.259953,129.23373,
일산봉어린이공원,부산광역시 영도구 동삼동 1123,35.085692,129.0700343,
임랑해수욕장,부산광역시 기장군 장안읍 임랑리,35.31905,129.26451,
임시수도기념관,부산광역시 서구 부민동3가 22,35.103527,129.01735,
자유공원,부산광역시 해운대구 좌동 1447-1,35.1677819,129.1848492,
장림공원,부산광역시 사하구 장림동 1125,35.08188889,128.965405,
장림포구(부네치아),부산광역시 사하구 장림동 1092,35.080727,128.95694,
장밭갓공원,부산광역시 사상구 엄궁동 669-1,35.12893558,128.9781865,
장산,부산광역시 해운대구 좌동 1390,35.193577,129.14497,
장산공원,부산광역시 해운대구 좌동 1371-1,35.17440803,129.1651705,
장안사,부산광역시 기장군 장안읍 장안리 598,35.37473,129.2329,
장전공원,부산광역시 강서구 미음동 1531,35.16168262,128.8615873,
장전공원,부산광역시 금정구 장전동 산 30,35.23537237,129.0675686,
재송소공원,부산광역시 해운대구 재송동 산51,35.1878414,129.1322709,
재송역사박물관,부산광역시 해운대구 재송동 274-2,35.1846356,129.1251954,
전포2-1재개발,부산광역시 부산진구 전포동 415-7,35.1541799,129.0711269,
전포2-1재개발공원,부산광역시 부산진구 전포동 925,35.15325551,129.0701524,
전포2-1재개발공원,부산광역시 부산진구 전포동 913,35.15749578,129.06978,
전포2-1재개발공원,부산광역시 부산진구 전포동 917,35.15775835,129.0706738,
절골공원,부산광역시 사상구 엄궁동 669-4,35.12811765,128.9794237,
절영어린이공원,부산광역시 영도구 동삼동 1124-3,35.07191238,129.0611745,
정관제1호공원,부산광역시 기장군 정관읍 달산리 1096,35.3173771,129.1931154,
정자공원,부산광역시 사하구 괴정동 534-4,35.09663989,128.9886538,
정중앙공원,부산광역시 부산진구 부암동 541-9,35.17038,129.03691,
제1호어린이공원,부산광역시 기장군 정관읍 달산리 1054,35.31521992,129.1818252,
제2운동공원,부산광역시 사하구 장림동 산145,35.07549083,128.9576218,
제2호어린이공원,부산광역시 기장군 정관읍 달산리 1124-7,35.32013941,129.204051,
제3체육공원,부산광역시 사하구 다대동 산103,35.06040949,128.961317,
제니스소공원(1),부산광역시 해운대구 우동 1407-12,35.15731827,129.1441783,
제니스소공원(2),부산광역시 해운대구 우동 1407-13,35.15589121,129.14594,
조각보박물관,부산광역시 해운대구 좌동 1352-3,35.16869405,129.1661951,
조리공원,부산광역시 금정구 두구동 1217-2,35.3036335,129.111567,
조선통신사역사관,부산광역시 동구 범일동 590-5,35.135754,129.06203,
조성공원,부산광역시 사하구 다대동 1548-16,35.04986397,128.9645862,
좌천3어린이공원,부산광역시 기장군 장안읍 좌천리 72-12,35.31093947,129.2405198,
좌천더숲어린이공원,부산광역시 동구 좌천동 745-4,35.13681529,129.0521561,
좌천범일어린이공원,부산광역시 동구 좌천동1167,35.13139818,129.0557555,
좌천해마루공원,부산광역시 동구 좌천동 931-9,35.13584114,129.0473998,
주감공원,부산광역시 사상구 주례동 1288-1,35.15579312,128.9959911,
주공공원,부산광역시 기장군 기장읍 서부리 105,35.2449941,129.2100891,
주례백양공원,부산광역시 사상구 주례동 961,35.155438,128.9983131,
죽곡공원,부산광역시 강서구 범방동 1899-1,35.147447,128.878631,
죽도공원,부산광역시 동구 범일동 590-5 ,35.135754,129.06203,
죽성성당,부산광역시 기장군 기장읍 죽성리 134-7,35.241013,129.24864,
죽향공원,부산광역시 기장군 정관읍 모전리 756,35.3332331,129.1696399,
중리어린이공원,부산광역시 영도구 동삼동 510-36,35.0747356,129.0713706,
중사도,부산광역시 강서구 식만동,35.20947,128.91457,
중앙공원,부산광역시 기장군 정관읍 매학리 742,35.322188,129.1818961,
중앙공원,부산광역시 동구 수정동 707-37,35.13257724,129.0390617,
중앙공원,부산광역시 중구 영주동 239-114,35.1096029,129.0281365,
중앙공원(구 대신공원) 대신계곡,부산광역시 서구 서대신동3가 산2-1,35.121838,129.01567,
중앙공원(대신공원),부산광역시 서구 서대신동3가 산 2-3,35.12393472,129.0184838,
중현공원,부산광역시 사하구 다대동 1550-5,35.05139146,128.9670788,
증권박물관(부산관),부산광역시 남구 문현동 1227-2,35.14844428,129.0653876,
증산공원,부산광역시 동구 범일동 산81-28,35.13740399,129.050407,
지사공원(2호근린공원),부산광역시 강서구 지사동 1180,35.15133835,128.8314007,
직녀공원,부산광역시 북구 화명동 750-1,35.23441688,129.0198797,
직녀공원,부산광역시 해운대구 좌동 1322,35.17125289,129.1805602,
진달래공원,부산광역시 기장군 기장읍 청강리 143,35.23980222,129.2225149,
창날공원,부산광역시 사상구 괘법동 537-2,35.16389142,128.985594,
창신공원,부산광역시 사상구 주례동 294,35.15560251,129.0045877,
천사공원,부산광역시 북구 금곡동 1884,35.24436499,129.0107755,
철새탐방공원,부산광역시 강서구 명지동 3308-3,35.08408028,128.9118101,
철쭉공원,부산광역시 북구 덕천동 787,35.21029607,129.02118,
청강소공원,부산광역시 기장군 기장읍 청강리 3-16,35.24462913,129.2205265,
청사포,부산광역시 해운대구 중동 591-18,35.1603496,129.1913331,
초량 1941,부산광역시 동구 초량동 845,35.11972846,129.0293865,
미포,부산광역시 해운대구 중동 940-14,35.16091033,129.1715043,
초량 이바구길,부산 동구 초량동 865-48,35.11814,129.03362,
초록공원,부산광역시 해운대구 반여3동 산110-2번지,35.2033471,129.1280857,
초록어린이공원,부산광역시 남구 대연동 1896,35.12197316,129.0897906,
초롱공원,부산광역시 사하구 다대동 1668,35.06108921,128.9715893,
초연공원,부산광역시 부산진구 초읍동 산66-1,35.18005229,129.0488899,
최민식갤러리,부산광역시 서구 아미동2가 89-9,35.09833,129.01472,
충렬사,부산광역시 동래구 안락동 420-45,35.20119,129.09607,
충렬사공원,부산광역시 동래구 안락동 831-1,35.20169201,129.095486,
충무동 해안시장,부산광역시 서구 충무동1가 1-20,35.095985,129.0255,
충효공원,부산광역시 기장군 기장읍 교리 358,35.2537151,129.2190711,
친환경스카이웨이전망대,부산광역시 동구 초량동 산53-1,35.12086,129.03201,
큰나무공원,부산광역시 강서구 명지동 3234-1,35.08309131,128.897766,
큰배공원,부산광역시 강서구 명지동 3349,35.10259051,128.921011,
킴스필드아트미술관,부산광역시 금정구 금성동 385-2,35.252403,129.0542017,
탑동공원,부산광역시 강서구 미음동 1536-1,35.16194516,128.8585526,
태야공원,부산광역시 강서구 미음동 1659,35.14594508,128.8730082,
태종대,부산광역시 영도구 동삼동 산19-2 ,35.052643,129.0878,
태종대자동차극장,부산광역시 영도구 동삼동 1011,35.06202972,129.0824368,
토곡근린공원,부산광역시 연제구 연산동 2223,35.17955738,129.1092524,
톤즈공원,부산광역시 서구 남부민동 611-340,35.08259435,129.0235512,
통일공원,부산광역시 기장군 기장읍 동부리 160,35.24599964,129.2156441,
통일동산어린이공원,부산광역시 남구 문현동 189-16,35.139757,129.0730801,
통일아시아드공원,부산광역시 사하구 다대동 1585,35.05939394,128.980004,
파도공원,부산광역시 강서구 명지동 3409,35.09346196,128.9159765,
파란마음공원,부산광역시 북구 만덕동 956-1,35.20837827,129.0356658,
파랑새공원,부산광역시 수영구 광안동 180-1,35.151799,129.1127574,
팔각어린이공원,부산광역시 영도구 동삼동 1123 ,35.085692,129.0700343,
패스파인더 남포점,부산광역시 중구 신창동1가 8-2,35.100525,129.03075,
팽나무공원,부산광역시 사하구 감천동 140-2,35.08365282,129.0067331,
팽나무공원,부산광역시 수영구 수영동 119,35.17063374,129.1187722,
평화공원,부산광역시 금정구 서동 141-22,35.21884849,129.1068253,
평화공원,부산광역시 남구 대연동 706-5,35.125799,129.100282,
포디움다이브엠,부산광역시 수영구 광안동 199-7,35.148014,129.11356,
포천공원,부산광역시 북구 구포동 1230-4,35.19699994,129.0097491,
푸른공원,부산광역시 해운대구 좌동 1349,35.17199733,129.1683664,
푸른소공원,부산광역시 영도구 봉래동4가 361,35.093015,129.046409,
푸른솔밭공원,부산광역시 금정구 남산동 979-5,35.26885382,129.086384,
푸른숲공원,부산광역시 해운대구 재송동 1040-4,35.191395,129.1265798,
푸른어린이공원,부산광역시 영도구 동삼동 510-29,35.0740081,129.0675833,
푸조나무숲공원,부산광역시 금정구 두구동 1210-1,35.30327415,129.1125364,
풀꽃공원,부산광역시 사하구 구평동 514,35.08018378,128.9877105,
풀소리공원,부산광역시 북구 만덕동 960-4,35.21648039,129.0358237,
하늘공원,부산광역시 동래구 온천동 1853-28,35.211947,129.0704191,
하늘공원,부산광역시 북구 만덕동 944-7,35.20306969,129.0358741,
하늘공원,부산광역시 사하구 다대동 1673,35.06361877,128.9833972,
하늘땅별땅공원,부산광역시 사하구 신평동 354-10,35.0926691,128.968786,
하늘빛공원,부산광역시 연제구 연산동 2350,35.17373815,129.0830881,
하늘소공원,부산광역시 영도구 봉래동4가 349,35.09230863,129.0493555,
하늘아리공원,부산광역시 기장군 정관읍 모전리 773,35.33121835,129.1652844,
하리지구 소공원,부산광역시 영도구 동삼동 1174-6,35.06972055,129.0815802,
하리지구 소공원,부산광역시 영도구 동삼동 1179,35.06865839,129.0824214,
하얀마음공원,부산광역시 북구 만덕동 955-4,35.20529686,129.0336286,
한국거래소자본시장역사박물관,부산광역시 남구 문현동 1229-1,35.14685663,129.0657612,
한국기독교선교박물관,부산광역시 동래구 수안동 1-13,35.20171298,129.0824401,
한길소공원,부산광역시 동래구 사직동 1045,35.19792059,129.0666585,
한들공원,부산광역시 연제구 연산동 2314,35.19029035,129.0957541,
한마음공원,부산광역시 북구 만덕동 922-2,35.21177941,129.031541,
한마음공원,부산광역시 연제구 거제동 1482-1,35.19351732,129.07274,
한마음공원,부산광역시 해운대구 반여동 1640,35.2005549,129.120578,
한빛공원,부산광역시 북구 만덕동 831,35.21382724,129.0330222,
한빛공원,부산광역시 연제구 연산동 2273,35.18905223,129.091121,
한빛공원,부산광역시 해운대구 재송동 1057-19,35.1884197,129.1246118,
한성1918 부산생활문화센터,부산광역시 중구 동광동3가 11,35.10178,129.03444,
한적공원,부산광역시 강서구 생곡동 1539-1,35.13196464,128.880666,
함박공원,부산광역시 북구 만덕동 853-1,35.20597297,129.0386553,
함지골공원,부산광역시 영도구 동삼동 산149-4,35.07348728,129.0540805,
해관공원,부산광역시 강서구 천성동 1642-3,35.03849192,128.814867,
해광사,부산광역시 기장군 기장읍 연화리 473-1,35.205593,129.22546,
해동용궁사,부산광역시 기장군 기장읍 시랑리 416-3,35.188583,129.22346,
해름소공원,부산광역시 사상구 엄궁동 652-16,35.12486809,128.9656458,
해밀공원,부산광역시 기장군 정관읍 용수리 1361,35.32563042,129.1686472,
해바라기공원,부산광역시 기장군 기장읍 대라리 171,35.23617435,129.2153827,
해바라기공원,부산광역시 사하구 하단동 1184-4,35.09927344,128.9579837,
해바람공원,부산광역시 해운대구 좌동 1364,35.17105879,129.163919,
해솔어린이공원,부산광역시 남구 문현동 96-3,35.14203831,129.079284,
해송공원,부산광역시 사하구 다대동 113-7,35.06616046,128.9788592,
해오라기공원,부산광역시 강서구 명지동 3602-3,35.09386757,128.9093268,
해오름공원,부산광역시 기장군 정관읍 용수리 1300,35.32727921,129.1815608,
해오름공원,부산광역시 수영구 망미동 1163,35.17789541,129.1000294,
해운대,부산광역시 해운대구 우동 620-3,35.158474,129.15987,
해운대공원,부산광역시 해운대구 우동 703-1,35.15825347,129.1564918,
해운대수목원,부산광역시 해운대구 석대동 24번지,35.2297418,129.1256921,
해운대수목원,부산광역시 해운대구 석대동 77,35.22992,129.1327,
해찬나래공원,부산광역시 사하구 감천동 94-1,35.08473771,129.0068555,
햇님공원,부산광역시 기장군 일광면 이천리 925,35.26797029,129.2361182,
햇님공원,부산광역시 사하구 하단동 601,35.1033814,128.9605712,
햇돌공원,부산광역시 기장군 정관읍 매학리 722,35.31981854,129.1755274,
햇살공원,부산광역시 수영구 망미동 824-8,35.172688,129.0991924,
햇살공원,부산광역시 연제구 연산동 2235-5,35.17787494,129.1119206,
햇살공원,부산광역시 해운대구 좌동 1293,35.1753801,129.1746027,
행복공원,부산광역시 북구 금곡동 810-2,35.25839307,129.0161711,
현대 모터스튜디오 부산,부산광역시 해운대구 우동 620-3,35.17674,129.11513,
현대공원,부산광역시 기장군 기장읍 청강리 22-2,35.2433921,129.2201996,
현충근린공원,부산광역시 북구 화명동 2304,35.22916235,129.0079977,
형제공원,부산광역시 금정구 남산동 987-5,35.266603,129.087772,
호암공원,부산광역시 수영구 광안동 743-5,35.158241,129.1115509,
호천마을,부산광역시 부산진구 범천동 1517-8,35.144295,129.05106,
홍법사,부산광역시 금정구 두구동 1029,35.30383,129.11041,
홍티문화공원,부산광역시 사하구 다대동 1608,35.06206727,128.9590237,
홍티아트센터,부산광역시 사하구 다대동 1608,35.05365,128.95828,
화동공원,부산광역시 강서구 화전동 606,35.11124213,128.886451,
화랑공원,부산광역시 금정구 금사동 115-2,35.214929,129.1166613,
화명근린공원,부산광역시 북구 화명동 918-2,35.22421216,129.0148203,
화명장미원,부산광역시 북구 화명동 2280,35.23338169,129.0098946,
화명생태공원,부산광역시 북구 화명동 1718-17,35.23076233,129.0034371,
화명수목원,부산광역시 북구 화명동 69 ,35.25257,129.04205,
화명중앙공원,부산광역시 북구 화명동 2279,35.23375269,129.0084538,
화목어린이공원,부산광역시 부산진구 개금동 1-2,35.16245003,129.0227772,
화암공원,부산광역시 강서구 화전동 554-3,35.110563,128.877536,
화연공원,부산광역시 강서구 화전동 597-2,35.1021469,128.879468,
화전공원,부산광역시 강서구 화전동 582-1,35.105611,128.879107,
화정근린공원,부산광역시 북구 화명동 2328,35.22224877,129.0097404,
화지공원,부산광역시 부산진구 양정동 산 73-28,35.17523615,129.0619366,
화현공원,부산광역시 동래구 명장동 611-2,35.200824,129.106906,
황령산 전망쉼터,부산광역시 남구 대연동 산53-58,35.158115,129.08269,
황령산레포츠공원,부산광역시 부산진구 전포동 산36,35.15709,129.07631,
황령산봉수전망대,부산광역시 부산진구 전포동 산50-1,35.157204,129.08163,
회동수원지,부산 금정구 오륜동 352-3,35.245823,129.11913,
회동첨단공원,부산광역시 금정구 회동동 553,35.23344085,129.127999,
회화나무 샘터공원,부산광역시 사하구 괴정동 1244-5,35.09785341,128.9911467,
횡계공원,부산광역시 기장군 일광읍 횡계리 302,35.27033504,129.221679,
효암공원,부산광역시 기장군 장안읍 임랑리 386-1,35.3150477,129.2595161,
후동숲공원,부산광역시 기장군 일광읍 삼성리 849,35.26234432,129.2254439,
후동앞뜰공원,부산광역시 기장군 일광읍 삼성리 860,35.25919116,129.2233657,
희망공원,부산광역시 강서구 송정동 1625,35.09309167,128.8531419,
희망공원,부산광역시 기장군 기장읍 교리 325,35.2532881,129.213168,
희망공원,부산광역시 북구 화명동 2311,35.22628162,129.0095189,
희망공원,부산광역시 사하구 당리동 309-5,35.1070058,128.9727379,
희망공원,부산광역시 수영구 망미동 1181,35.17405109,129.102599,
희망공원,부산광역시 해운대구 반여동 1291-2,35.197702,129.1334271,
흰여울문화마을,부산광역시 영도구 영선동4가 650-1번지,35.07885,129.04402,
전포공구길,부산광역시 부산진구 전포동 664-9,35.15876,129.06415,
